species_name,primary_strain,temperature_span_c,temperature_min_low_c,temperature_opt_low_c,temperature_max_high_c
Albirhodobacter marinus,N9,7,30,30,37
Alcaligenes aquatilis,LMG 22996,31,4,18,35
Alcaligenes aquatilis,LMG 22996T,31,4,18,35
Alcaligenes denitrificans,DSM 30026,27,10,24,37
Alcaligenes endophyticus,DSM 100498T,35,10,30,45
Alcaligenes pakistanensis,NCCP-650,27,10,25,37
Alcaligenes piechaudii,CIP 60.75,36,5,30,41
Alcalilimnicola halodurans,34AlcT,56,4,35,60
Alcanivorax balearicus,MACL04,33,4,28,37
Alcanivorax borkumensis,SK2,25,10,25,35
Alcanivorax dieselolei,B-5T,30,15,28,45
Alcanivorax gelatiniphagus,MEBiC08158T,28,15,37,43
Alcanivorax hongdengensis,A-11-3,32,10,18,42
Alcanivorax indicus,CGMCC 1,34,8,30,42
Alcanivorax jadensis,T9,30,10,30,40
Alcanivorax marinus,R8-12,32,10,28,42
Alcanivorax mobilis,KCTC 52985T,32,10,28,42
Alcanivorax nanhaiticus,19-m-6,37,4,28,41
Alcanivorax pacificus,W11-5T,32,10,25,42
Alcanivorax profundi,KCTC 52694T,35,10,37,45
Alcanivorax quisquiliarum,CY1518T,22,20,37,42
Alcanivorax xenomutans,JC109T,15,25,30,40
Algibacter aestuarii,KYW371,20,10,25,30
Algibacter agarilyticus,KYW563,20,10,25,30
Algibacter agarivorans,KYW560,18,10,25,28
Algibacter alginicilyticus,HZ22,51,4,28,55
Algibacter amylolyticus,RU-4-M-4T,29,1,25,30
Algibacter aquaticus,NBRC 110220T,20,10,15,30
Algibacter aquimarinus,KYW589,26,4,25,30
Algibacter lectus,KCTC 12103T,31,4,23,35
Algibacter marinivivus,ZY111T,33,4,28,37
Algibacter mikhailovii,KCTC 12710T,33,4,25,37
Algibacter mikhailovii,KMM 6171,33,4,23,37
Algibacter miyuki,WS-MY6,31,4,25,35
Algibacter pacificus,KCTC 72432T,33,4,20,37
Algibacter pectinivorans,JC2675,31,4,30,35
Algibacter psychrophilus,PAMC 27237,20,0,17,20
Algibacter undariae,WS-MY9,31,4,25,35
Algibacter wandonensis,WS-MY22,31,4,25,35
Algicola sagamiensis,B-10-31,20,15,27,35
Algihabitans albus,KCTC 62395T,22,15,30,37
Algimonas ampicilliniresistens,14A-2-7,20,10,20,30
Algimonas arctica,SM1216,26,4,25,30
Algimonas porphyrae,0C-2-2T,35,5,20,40
Algimonas porphyrae,0C-2-2,20,10,20,30
Algiphilus aromaticivorans,DG1253,33,4,30,37
Algisphaera agarilytica,06SJR6-2,10,20,28,30
Algitalea ulvae,38-Ka-2,17,20,30,37
Algivirga pacifica,S354,32,12,25,44
Algoriella xinjiangensis,XJ109,26,4,16,30
Algoriphagus aestuarii,MDM-1T,36,4,30,40
Algoriphagus aestuariicola,S2-A1T,25,15,37,40
Algoriphagus alkaliphilus,AC-74,20,15,30,35
Algoriphagus antarcticus,LMG 21980,15,5,20,20
Algoriphagus aquaeductus,T4,27,15,25,42
Algoriphagus aquaemixtae,KEM-10,26,4,25,30
Algoriphagus aquatilis,A8-7,17,20,30,37
Algoriphagus boseongensis,BS-R1,25,15,30,40
Algoriphagus chungangensis,CAU 1002,35,10,30,45
Algoriphagus confluentis,HJM-2,30,10,30,40
Algoriphagus faecimaris,JCM 16561T,42,0,37,42
Algoriphagus hitonicola,7-UAHT,20,20,37,40
Algoriphagus hitonicola,7-UAH,20,20,35,40
Algoriphagus iocasae,S61T,33,4,25,37
Algoriphagus jejuensis,CNU040T,26,4,25,30
Algoriphagus kandeliae,KCTC 72216T,35,15,40,50
Algoriphagus lacus,N3T,41,4,30,45
Algoriphagus litorisediminis,OITF-19,31,4,30,35
Algoriphagus locisalis,MSS-170T,31,4,30,35
Algoriphagus lutimaris,KCTC 22630T,36,4,30,40
Algoriphagus machipongonensis,PR1,36,4,30,40
Algoriphagus marinus,am2T,36,4,33,40
Algoriphagus marisflavi,KEM-106,31,4,30,35
Algoriphagus namhaensis,DPG-3,30,10,30,40
Algoriphagus olei,CC-Hsuan-617T,27,10,32,37
Algoriphagus resistens,NH1T,24,13,28,37
Algoriphagus roseus,W29T,12,25,28,37
Algoriphagus sanaruensis,JCM 31446T,25,15,30,40
Algoriphagus taeanensis,HMC4223T,10,20,30,30
Algoriphagus taiwanensis,CC-PR-82,20,20,30,40
Algoriphagus terrigena,DS-44,26,10,25,36
Algoriphagus trabzonensis,MS7,30,10,28,40
Algoriphagus yeomjeoni,MSS-160T,31,4,27.5,35
Algoriphagus zhangzhouensis,12C11T,36,4,25,40
Aliagarivorans marinus,AAM1T,22,15,27.5,37
Aliagarivorans marinus,AAM1,22,15,25,37
Aliagarivorans taiwanensis,,22,15,25,37
Aliagarivorans taiwanensis,AAT1,22,15,25,37
Alicyclobacillus acidiphilus,TA-67T,35,20,50,55
Alicyclobacillus acidocaldarius,DSM 446,25,45,65,70
Alicyclobacillus acidoterrestris,,20,35,47.5,55
Alicyclobacillus acidoterrestris,DSM 3922,20,35,42,55
Alicyclobacillus acidoterrestris,GD3B,20,35,42,55
Alicyclobacillus aeris,ZJ-6T,10,25,30,35
Alicyclobacillus cellulosilyticus,SueokaT,27.5,40,55,67.5
Alicyclobacillus consociatus,CCUG 53762,30,15,30,45
Alicyclobacillus contaminans,3-A191T,25,35,52.5,60
Alicyclobacillus contaminans,3-A191,25,35,50,60
Alicyclobacillus cycloheptanicus,SCH,13,40,48,53
Alicyclobacillus dauci,DSM 28700T,30,20,40,50
Alicyclobacillus disulfidooxidans,SD-11,36,4,35,40
Alicyclobacillus fastidiosus,,35,20,42.5,55
Alicyclobacillus fastidiosus,S-TAB,35,20,40,55
Alicyclobacillus ferrooxydans,TC-34T,23,17,28,40
Alicyclobacillus fodiniaquatilis,G45-16T,25,20,40,45
Alicyclobacillus genomic,,30,40,61.5,70
Alicyclobacillus herbarius,DSM 13609T,30,35,60,65
Alicyclobacillus herbarius,CP-1,30,35,55,65
Alicyclobacillus hesperidum,FR-11,25,35,50,60
Alicyclobacillus kakegawensis,,20,40,52.5,60
Alicyclobacillus kakegawensis,5-A83J,20,40,50,60
Alicyclobacillus macrosporangiidus,,25,35,52.5,60
Alicyclobacillus macrosporangiidus,5-A2392O-A,25,35,50,60
Alicyclobacillus montanus,USBA-GBX-503T,30,25,45,55
Alicyclobacillus pohliae,CIP 109385T,18,42,55,60
Alicyclobacillus pomorum,3A,30,30,47.5,60
Alicyclobacillus pomorum,DSM 14955T,30,30,45,60
Alicyclobacillus sacchari,RB718,25,30,45,55
Alicyclobacillus sendaiensis,NTAP-1T,25,40,55,65
Alicyclobacillus sendaiensis,NTAP-1,20,40,55,60
Alicyclobacillus shizuokensis,4-A336,25,35,45,60
Alicyclobacillus tengchongensis,ACK006,20,30,45,50
Alicyclobacillus tolerans,K1,35,20,37,55
Alicyclobacillus vulcanalis,DSM 16176T,30,35,55,65
Alicyclobacillus vulcanalis,CsHg2,25,35,55,60
Alicylobacillus cellulosilyticus,JCM 18487T,27.5,40,55,67.5
Aliicoccus persicus,A76T,25,20,35,45
Aliidiomarina celeris,KCTC 52891T,41,4,37,45
Aliidiomarina haloalkalitolerans,AK5,30,10,30,40
Aliidiomarina iranensis,GBPy7T,41,4,37,45
Aliidiomarina maris,CF12-14,38,4,30,42
Aliidiomarina minuta,MLST1,35,10,30,45
Aliidiomarina quisquiliarum,KCTC 82676T,36,4,37,40
Aliidiomarina sanyensis,GYP-17,35,10,30,45
Aliidiomarina sedimenti,GBSy1T,36,4,34,40
Aliidiomarina shirensis,AIST,44,1,32.5,45
Aliidiomarina shirensis,AIS,44,1,30,45
Aliidiomarina soli,Y4G10-17T,41,4,30,45
Aliidiomarina taiwanensis,AIT1T,41,4,30,45
Aliidongia dinghuensis,Z19T,27,10,28,37
Aliifodinibius halophila,2W32T,25,20,37,45
Aliifodinibius halophilus,2W32T,25,20,35,45
Aliifodinibius halophilus,2W32,25,20,33,45
Aliifodinibius roseus,YIM D15T,22,20,28,42
Aliifodinibius salicampi,KHM44T,35,15,37,50
Aliifodinibius saliphilus,KACC 19126T,30,15,37,45
Aliifodinibius sediminis,DSM 21194T,20,25,28,45
Aliiglaciecola aliphaticivorans,GSD6,33,4,30,37
Aliiglaciecola coringensis,AK49,12,25,30,37
Aliiglaciecola lipolytica,E3,32,4,30,36
Aliiglaciecola litoralis,KMM 3894,36,4,30,40
Aliikangiella marina,GYP-15T,22,15,30,37
Aliinostoc morphoplasticum,NOS,4,26,28,30
Aliiroseovarius marinus,A6024T,38,4,28,42
Aliiroseovarius pelagivivens,GYSW-22,20,10,25,30
Aliiroseovarius sediminilitoris,M-M10,33,4,30,37
Aliiroseovarius zhejiangensis,JB3,41,4,28,45
Aliivibrio salmonicida,HI 7751,21,1,15,22
Aliivibrio sifiae,H1-1,26,4,10,30
Alisedimentitalea scapharcae,MA2-16,28,4,30,32
Alishewanella aestuarii,B11T,26,18,30,44
Alishewanella aestuarii,B11,26,18,37,44
Alishewanella agri,BL06,34,10,30,44
Alishewanella alkalitolerans,LNK-7.1,35,5,25,40
Alishewanella fetalis,R2422019,17,25,37,42
Alishewanella jeotgali,MS1,36,4,30,40
Alishewanella jeotgali,MS1T,36,4,37,40
Alishewanella longhuensis,LH2-2,36,0,26,36
Alishewanella maricola,16-MAT,33,4,30,37
Alishewanella solinquinati,KMK6,25,20,37,45
Alishewanella tabrizica,RCRI4,30,10,30,40
Alishewanella tabrizica,RCRI4T,26,4,20,30
Alistipes communis,JCM 32850T,12,25,37,37
Alistipes dispar,JCM 32848T,12,25,37,37
Alistipes ihumii,AP11,20,25,37,45
Alistipes inops,627T,13,32,37,45
Alistipes onderdonkii,JCM 32839T,12,25,37,37
Alistipes senegalensis,JC50,7,30,37,37
Alkalibacillus almallahensis,CECT 8373T,35,15,38,50
Alkalibacillus almallahensis,S1LM8,35,15,35,50
Alkalibacillus filiformis,4AGT,30,15,30,45
Alkalibacillus flavidus,ISL-17,50,10,37,60
Alkalibacillus flavidus,KCTC 13258T,45,10,37,55
Alkalibacillus halophilus,YIM 012,30,25,30,55
Alkalibacillus salilacus,BH163T,25,15,30,40
Alkalibacillus silvisoli,JCM 14193T,30,20,30,50
Alkalibacter saccharofermentans,Z-79820,44,6,35,50
Alkalibacterium gilvum,3AD-1T,37,0,25,37
Alkalibacterium gilvum,3AD-1,37,0,20,37
Alkalibacterium iburiense,JCM 12662T,35,10,37,45
Alkalibacterium iburiense,M3,40,5,30,45
Alkalibacterium indicireducens,A11T,20,15,25,35
Alkalibacterium indicireducens,A11,25,15,20,40
Alkalibacterium kapii,,37.5,5,31,42.5
Alkalibacterium kapii,S8.1.2,30,10,25,40
Alkalibacterium olivapovliticus,WW2-SN4a,33,4,27,37
Alkalibacterium pelagium,T143-1-1,37.5,10,37,47.5
Alkalibacterium psychrotolerans,IDR2-2,40,5,34,45
Alkalibacterium putridalgicola,T129-2-1,47,-2,37,45
Alkalibacterium subtropicum,O24-2T,25,15,25,40
Alkalibacterium subtropicum,O24-2,25,15,20,40
Alkalibacterium thalassium,T117-1-2,32.5,10,37,42.5
Alkalibaculum bacchi,CP11,25,15,37,40
Alkalibaculum sporogenes,KCTC 15840T,37,5,30,42
Alkalicoccus halolimnae,BZ-SZ-XJ29T,36,5,33,41
Alkalicoccus saliphilus,6AG,46,4,37,50
Alkaliflexus imshenetskii,Z-7010,34,10,35,44
Alkalilactibacillus ikkensis,GCM68,25,0,20,25
Alkalilacustris brevis,34079T,40,10,35,50
Alkalilimnicola ehrlichii,MLHE-1T,27,13,30,40
Alkalilimnicola halodurans,34Alc,35,20,35,55
Alkalimarinus sediminis,FA028T,24,13,28,37
Alkalimicrobium pacificum,F15T,46,4,36,50
Alkalimicrobium pacificum,F15,46,4,35,50
Alkalimonas collagenimarina,AC40,32,5,33,37
Alkaliphilus crotonatoxidans,B11-2,30,15,37,45
Alkaliphilus halophilus,E2RT,27,15,32,42
Alkaliphilus hydrothermalis,FatMR1,35,20,37,55
Alkaliphilus namsaraevii,Х-07-2T (=VKM В-2746Т=DSM 26418Т),22,25,30,47
Alkaliphilus oremlandii,OhILAs,12,32,37,44
Alkaliphilus peptidifermentans,Z-7036,34,6,35,40
Alkaliphilus transvaalensis,SAGM1,30,20,40,50
Alkalispirillum mobile,SL-1,15,30,35,45
Alkalispirochaeta alkalica,Z-7491,29,15,33,44
Alkalispirochaeta americana,,25,15,35,40
Alkalispirochaeta americana,ASpG1,35,10,37,45
Alkalispirochaeta cellulosivorans,JC227,25,15,35,40
Alkalispirochaeta cellulosivorans,KCTC 15343T,25,15,32,40
Alkalispirochaeta odontotermitis,,25,15,35,40
Alkalispirochaeta odontotermitis,JC202,25,15,32,40
Alkalispirochaeta sphaeroplastigenens,,25,15,35,40
Alkalispirochaeta sphaeroplastigenens,JC131,25,15,35,40
Alkalitalea saponilacus,SC/BZ-SP2T,32,8,36,40
Alkalitalea saponilacus,SC/BZ-SP2,32,8,35,40
Alkanibacter difficilis,MN154.3T,32,13,30,45
All gaps,JCM 16476T,25,15,35,40
All growth,3753OT,18,42,50,60
All media,JCM 16476T,25,15,35,40
All media,JCM 31555T,25,10,30,35
All members,DSM 11002,25,20,42,45
All six,JCM 16476T,25,15,35,40
All strains,of M,35,15,34,50
All strains,N,20,20,37,40
All strains,DSM 12178T,30,10,30,40
All strains,ATCC 35265T,25,45,60,70
All strains,"by the ability to degrade xylan, starch and some other polysaccharides, by greater tolerance of acidic pH and by the inability to reduce nitrate",33,4,25,37
All strains,"of Marinicola seohaensis had a very close phylogenetic relationship with the recognized species of the genus Roseivirga, demonstrating 99",36,4,30,40
All strains,BCRC 17935T,35,10,35,45
All strains,JCM 30603T,22,20,30,42
All strains,34079T,40,10,35,50
All tests,"by the ability to degrade xylan, starch and some other polysaccharides, by greater tolerance of acidic pH and by the inability to reduce nitrate",33,4,25,37
Alloactinosynnema album,03-9939,17,20,30,37
Alloactinosynnema album,03-9939T,17,20,28,37
Alloactinosynnema iranicum,CECT 8209T,20,20,30,40
Allobacillus halotolerans,BCRC 17939T,25,20,37,45
Allobaculum fili,NCTC 14627T,12,30,37,42
Allobaculum mucilyticum,NCTC 14626T,5,37,37,42
Allobaculum stercoricanis,DSM 13633,10,30,37,40
Allobranchiibius huperziae,CPCC 204077,22,10,29,32
Allobranchiibius huperziae,CPCC 204077T,22,10,28,32
Allocatelliglobosispora scoriae,Sco-B14,38,4,30,42
Allochromatium humboldtianum,AX1YPE,10,25,30,35
Allochromatium phaeobacterium,JA144T,10,25,30,35
Allochromatium renukae,JA136T,5,25,30,30
Allofrancisella frigidaquae,SYSU 10HL1970,19,18,32,37
Allofrancisella inopinata,SYSU YG23T,19,18,32,37
Allohahella antarctica,IMCC3113,22,3,25,25
Allohahella marinimesophila,H94,33,4,28,37
Allohumibacter endophyticus,MWE-A11T,22,15,30,37
Allokutzneria albata,R761-7,28,17,37,45
Allokutzneria multivorans,YIM 120521T,36,4,28,40
Allonocardiopsis opalescens,I10A-01259T,20,20,28,40
Alloprevotella rava,81/4-12T,12,30,35,42
Allorhizocola rhizosphaerae,DSM 102292T,20,20,28,40
Allosalinactinospora lopnorensis,CA15-2,22,20,37,42
Alloscardovia macacae,M8,10,30,37,40
Alloscardovia omnicolens,CCUG 31649,17,28,37,45
Alloscardovia theropitheci,DSM 106019T,16,30,37,46
Alloscardovia venturai,MOZIV/2T,10,30,37,40
Allostreptomyces indica,YIM 75704,35,10,28,45
Allostreptomyces psammosilenae,YIM DR4008T,40,10,29,50
Allostreptomyces psammosilenae,YIM DR4008,40,10,28,50
Alsobacter metallidurans,SK200a-9T,30,10,30,40
Alsobacter metallidurans,SK200a-9,30,10,25,40
Alsobacter soli,JCM 32501T,25,15,30,40
Altererythrobacter aerius,100921-2T,46,4,30,50
Altererythrobacter aerophilus,KCTC 62387T,35,10,40,45
Altererythrobacter aestiaquae,HDW-31T,33,4,30,37
Altererythrobacter aestuarii,KYW147,30,10,30,40
Altererythrobacter amylolyticus,NS1T,25,15,28,40
Altererythrobacter aquaemixtae,JSSK-8,27,10,30,37
Altererythrobacter aquiaggeris,KEM-3T,26,4,25,30
Altererythrobacter atlanticus,26DY36,35,10,30,45
Altererythrobacter aurantiacus,O30,36,4,37,40
Altererythrobacter buctensis,M0322,25,15,30,40
Altererythrobacter confluentis,KEM-4,27,13,30,40
Altererythrobacter deserti,THG-S3T,20,15,28,35
Altererythrobacter dongtanensis,JM27T,27,10,30,37
Altererythrobacter endophyticus,CECT 9129T,19,18,30,37
Altererythrobacter epoxidivorans,JCM 13815T,20,20,35,40
Altererythrobacter flavus,MS1-4T,27,13,34,40
Altererythrobacter fulvus,S-54,30,15,20,45
Altererythrobacter gangjinensis,KJ7T,30,5,25,35
Altererythrobacter halimionae,CECT 9130T,19,18,30,37
Altererythrobacter indicus,MSSRF26T,38,4,28,42
Altererythrobacter indicus,MSSRF26,38,4,25,42
Altererythrobacter ishigakiensis,NBRC 107699T,15,25,35,40
Altererythrobacter lauratis,YIM 75003,45,10,37,55
Altererythrobacter luteolus,SW-109,32,4,30,36
Altererythrobacter mangrovi,C9-11T,22,15,30,37
Altererythrobacter marensis,KCTC 22370T,38,4,30,42
Altererythrobacter marinus,LMG 24629T,32,10,25,42
Altererythrobacter namhicola,KYW48,22,15,30,37
Altererythrobacter oceanensis,Y2,36,4,35,40
Altererythrobacter palmitatis,YIM 75004,45,10,37,55
Altererythrobacter rhizovicinus,AY-3RT,22,20,30,42
Altererythrobacter rigui,WW3,33,4,25,37
Altererythrobacter salegens,XY-R17T,25,10,30,35
Altererythrobacter sediminis,CAU1172,17,20,30,37
Altererythrobacter soli,MN-1T,33,4,28,37
Altererythrobacter soli,MN-1,33,4,30,37
Altererythrobacter spongiae,LMG 30461T,32,10,28,42
Altererythrobacter troitsensis,KCTC 12303T,35,4,25,39
Altererythrobacter xiamenensis,LY02,40,4,28,44
Altererythrobacter xinjiangensis,S3-63T,17,20,30,37
Altererythrobacter xixiisoli,S36T,27,10,32,37
Alteribacillus alkaliphilus,JC229,30,20,35,50
Alteribacillus alkaliphilus,LMG 28999T,30,20,40,50
Alteribacillus bidgolensis,P4B,15,25,35,40
Alteribacillus iranensis,X5B,20,25,35,45
Alteribacillus persepolensis,HS136,20,25,40,45
Alteriqipengyuania flavescens,KCTC 92502T,27,10,28,37
Alteristakelama amylovorans,LT1P40T,30,0,20,30
Alterococcus agarolyticus,ADT3,20,38,48,58
Alteromonas abrolhosensis,PEL67E,20,20,30,40
Alteromonas aestuariivivens,JDTF-113,30,10,30,40
Alteromonas alba,KCTC 62227T,36,4,30,40
Alteromonas colwelliana,ATCC 39565,22,8,25,30
Alteromonas confluentis,DSSK2-12,30,10,30,40
Alteromonas denitrificans,ATCC 43337,20.5,2.5,14.5,23
Alteromonas gilva,KACC 22866T,30,15,38,45
Alteromonas gracilis,JCM 30236T,38,5,37,43
Alteromonas halophila,JSM 073008,30,10,25,40
Alteromonas hispanica,F-32T,36,4,32,40
Alteromonas lipolytica,JW12T,39,4,30,43
Alteromonas lipolytica,JW12,28,15,30,43
Alteromonas litorea,TF-22,33,10,30,43
Alteromonas litorea,JCM 12188T,33,10,37,43
Alteromonas macleodii,107,40,4,30,44
Alteromonas marina,SW-47T,40,4,30,44
Alteromonas naphthalenivorans,SN2T,33,4,30,37
Alteromonas naphthalenivorans,SN2,33,4,25,37
Alteromonas oceani,S35T,46,4,28,50
Alteromonas pelagimontana,5.12T,36,4,35,40
Alteromonas portus,HB161718,30,10,30,40
Alteromonas sediminis,KCTC 62080T,20,20,37,40
Alteromonas simiduii,,30,10,30,40
Alteromonas stellipolaris,ANT 69a,32,5,20,37
Alteromonas tagae,AT1T,25,15,30,40
Although concentrations,JCM 31555T,25,10,30,35
Although phylogenetically,DSM 14954T,19,19,30,38
Altibacter lentus,JLT2010,27,10,25,37
Alysiella filiformis,ATCC 15532,7,33,37,40
Amaricoccus solimangrovi,HB172011T,30,10,30,40
Aminicella lysinilytica,WN037,20,15,30,35
Aminiphilus circumscriptus,ILE-2T,30,25,42,55
Aminipila butyrica,FH042T,25,10,30,35
Aminivibrio pyruvatiphilus,4F6ET,22,20,37,42
Amino acids,DSM 11002,25,20,42,45
Amino acids,ATCC 29719,36,4,28,40
Amino acids,JCM 16476T,25,15,35,40
Aminobacterium mobile,ILE-3T,22,20,37,42
Aminobacterium thunnarium,OTA 102T,15,30,40,45
Aminomonas paucivorans,GLU-3,20,20,35,40
Ammonifex degensii,KC4,20,57,70,77
Ammonifex thiophilus,SRT,22,60,75,82
Ammoniibacillus agariperforans,FAB2T,15,50,60,65
Ammoniphilus oxalaticus,RAOx-1,30,10,29,40
Ammoniphilus oxalivorans,,18,20,29,38
Ammoniphilus oxalivorans,RAOx-FS,18,20,28,38
Ammoniphilus resinae,BCRC 80314T,17,20,30,37
Amnibacterium endophyticum,1T4Z-3T,25,10,29,35
Amnibacterium endophyticum,1T4Z-3,25,10,28,35
Amnibacterium flavum,KCTC 49089T,33,4,28,37
Amnibacterium kyonggiense,KSL51201-037,27,10,30,37
Amnibacterium soli,PB243T,22,10,30,32
Among them,WS4937T,27,12,33,39
Amorphus coralli,LMG 24307T,15,22,30,37
Amorphus orientalis,YIM D10,22,15,28,37
Amorphus suaedae,YC6899,28,12,25,40
Amphibacillus cookii,DSM 23721T,32.5,14.5,39,47
Amphibacillus cookii,JW/BP-GSL-QD,32,15,39,47
Amphibacillus iburiensis,N314T,13,26,36,39
Amphibacillus indicireducens,C40T,22,17,35,39
Amphibacillus jilinensis,Y1T,30,15,32,45
Amphibacillus jilinensis,Y1,27,15,32,42
Amphibacillus marinus,J1,48,7,28,55
Amphibacillus sediminis,Shu-P-Ggiii25-2,38,17,27,55
Amphibacillus tropicus,Z-7792,38,18,38,56
Amphiplicatus metriothermophilus,GU51T,28,37,49,65
Amphiplicatus metriothermophilus,GU51,28,37,48,65
Amphritea atlantica,DSM 18887T,36,4,31,40
Amphritea atlantica,M41,36,4,31,40
Amphritea balenae,JAMM 1525,24,4,20,28
Amphritea ceti,RA1T,20,10,25,30
Amphritea japonica,JAMM 1866,24,4,22,28
Amphritea opalescens,KCTC 62532T,32,10,28,42
Amphritea spongicola,MEBiC05461,27.6,8,30,35.6
Ampullimonas aquatilis,B15.09-116,20,15,30,35
Amycolatopsis acidiphila,KCTC 39523T,25,15,30,40
Amycolatopsis alba,A83850 (= NRRL 18532),45,5,30,50
Amycolatopsis albidoflavus,IMSNU 22139,27,10,30,37
Amycolatopsis albispora,WP1T,41,4,32.5,45
Amycolatopsis albispora,WP1,41,4,30,45
Amycolatopsis alkalitolerans,SYSUP0005,23,14,28,37
Amycolatopsis australiensis,GY048,17,28,28,45
Amycolatopsis cappadoca,AG28,17,20,28,37
Amycolatopsis cihanbeyliensis,BNT52,17,20,28,37
Amycolatopsis coloradensis,NRRL 3218,27,10,28,37
Amycolatopsis deserti,GY024,25,25,45,50
Amycolatopsis dongchuanensis,JCM 18054T,35,10,28,45
Amycolatopsis eburnea,TBRC 9315T,20,20,20,40
Amycolatopsis echigonensis,LC2T,40,5,30,45
Amycolatopsis endophytica,KLBMP 1221,30,15,25,45
Amycolatopsis flava,AFM 10111,15,20,30,35
Amycolatopsis halophila,YIM 93223,20,25,37,45
Amycolatopsis halotolerans,,27,10,30,37
Amycolatopsis jejuensis,N7-3T,20,10,30,30
Amycolatopsis jiangsuensis,KLBMP 1262,22,15,28,37
Amycolatopsis jiguanensis,CFH S01580,20,10,20,30
Amycolatopsis keratiniphila,D2T,18,10,25,28
Amycolatopsis magusensis,KT2025,17,20,28,37
Amycolatopsis marina,Ms392A,35,10,28,45
Amycolatopsis methanolica,NCIB 11946,17,20,30,37
Amycolatopsis minnesotensis,32U-2T,20,10,30,30
Amycolatopsis nigrescens,CSC17Ta-90T,20,20,28,40
Amycolatopsis niigatensis,LC11T,40,5,30,45
Amycolatopsis oliviviridis,SCM_MK2-4,12,25,30,37
Amycolatopsis palatopharyngis,1BDZT,30,10,37,40
Amycolatopsis panacis,KCTC 49031T,25,15,28,40
Amycolatopsis plumensis,SBHS Strp1T,17,20,30,37
Amycolatopsis ponsaeliensis,CECT 30870T,16,12,28,28
Amycolatopsis regifaucium,GY080T,9,28,28,37
Amycolatopsis rhabdoformis,SB026T,27,10,28,37
Amycolatopsis rhizosphaerae,DH51B-4-3,33,12,30,45
Amycolatopsis rifamycinica,NT 19,27,10,28,37
Amycolatopsis ruanii,,30,20,28,50
Amycolatopsis rubida,13.4T,30,10,28,40
Amycolatopsis saalfeldensis,HKI 0457,15,20,28,35
Amycolatopsis sacchari,K24,25,20,30,45
Amycolatopsis salitolerans,TRM F103T,20,25,37,45
Amycolatopsis samaneae,RM287,24,16,28,40
Amycolatopsis silviterrae,C12CA1,25,15,28,40
Amycolatopsis stemonae,ST1-08,25,15,25,40
Amycolatopsis stemonae,JCM 30050T,25,15,37,40
Amycolatopsis suaedae,TBRC 8488T,30,15,28,45
Amycolatopsis thailandensis,CMU-PLA07T,32,5,30,37
Amycolatopsis thailandensis,CMU-PLA07,27,10,25,37
Amycolatopsis thermophila,GY088,40,10,50,50
Amycolatopsis ultiminotia,RP-AC36,41,4,30,45
Amycolatopsis ultiminotia,DSM 45180T,27,10,20,37
Amycolatopsis viridis,,40,10,50,50
Amycolatopsis xylanica,CPCC 202699,35,10,28,45
Amycolicicoccus subflavus,DSM 45089T,27,15,37,42
