species_name,source_file,growth_temperature_combined,raw_output_combined,Tmin_list,Tmax_list,Topt_list,Tmin,Tmax,Topt
Actinocrinis puniceicyclus,Kim-2017-Actinocrinis puniceicyclus gen. nov,"13-30°C | 13-30°C, optimum 25°C",,13.0,30.0,25.0,13,30,25
Actinocrispum wychmicini,Hatano-2016-Actinocrispum wychmicini gen. nov,20-34°C (optimum 27°C),,20.0,34.0,27.0,20,34,27
Actinokineospora acnipugnans,Dahal-2017-Description of Actinokineospora acn,4-50°C (optimal 28°C) | 20-45°C,,4.0,50.0,28.0,4,50,28
Actinokineospora baliensis,Lisdiyanti-2010-Actinokineospora baliensis sp,25-28 °C,,25.0,28.0,,25,28,
Actinokineospora baliensis sp. nov.,Lisdiyanti-2010-Actinokineospora baliensis sp,28,,,,28.0,,,28
Actinokineospora bangkokensis,Intra-2013-Actinokineospora bangkokensis sp no,28 | 12-39°C (optimum 14-30°C),,12.0,39.0,,12,39,
Actinokineospora cianjurensis,Lisdiyanti-2010-Actinokineospora baliensis sp,25-28 °C,,25.0,28.0,,25,28,
Actinokineospora cianjurensis sp. nov.,Lisdiyanti-2010-Actinokineospora baliensis sp,28,,,,28.0,,,28
Actinokineospora cibodasensis,Lisdiyanti-2010-Actinokineospora baliensis sp,25-28 °C,,25.0,28.0,,25,28,
Actinokineospora cibodasensis sp. nov.,Lisdiyanti-2010-Actinokineospora baliensis sp,28,,,,28.0,,,28
Actinokineospora diospyrosa,Tamura-1995-4 New Species of the Genus Actinok,"28 | 14-34°C | 12 to 32°C, good growth at 22-29°C",,12.0,34.0,28.0,12,34,28
Actinokineospora fastidiosa,Labeda-2010-Emended description of the genus A,"10-45 °C, optimum 28 °C",,10.0,45.0,28.0,10,45,28
Actinokineospora fastidiosa comb. nov.,Labeda-2010-Emended description of the genus A,28°C,,,,28.0,,,28
Actinokineospora globicatena,Tamura-1995-4 New Species of the Genus Actinok,"28 | 11-35°C | 11 to 36°C, good growth at 20-30°C",,11.0,35.0,28.0,11,35,28
Actinokineospora guangxiensis,Wu-2015-Actinokineospora guangxiensis sp nov,20-40 °C | 20-40 °C (optimum 25-37 °C),,20.0,40.0,,20,40,
Actinokineospora inagensis,Tamura-1995-4 New Species of the Genus Actinok,"28 | 13-36°C | 14 to 33°C, good growth at 22-27°C",,13.0,36.0,28.0,13,36,28
Actinokineospora soli,Kampfer-2015-Actinokineospora spheciospongiae,thermo-tolerant,,,,,,,
Actinokineospora soli,"Tang-2012-Actinokineospora soli sp nov., a the",25-55°C (optimum 37°C) | 25-55 °C (optimum 37 °C),,25.0,55.0,37.0,25,55,37
Actinokineospora soli,Wu-2015-Actinokineospora guangxiensis sp nov,thermotolerant,,,,,,,
Actinokineospora soli sp. nov.,Intra-2013-Actinokineospora bangkokensis sp no,thermotolerant,,,,,,,
Actinokineospora spheciospongiae,Kampfer-2015-Actinokineospora spheciospongiae,4-42°C (optimal 28°C) | 20-36°C (optimal 28°C),,4.0,42.0,28.0,4,42,28
Actinokineospora terrae,Tamura-1995-4 New Species of the Genus Actinok,"28 | 12-34°C | 11 to 36°C, good growth at 20-30°C",,12.0,34.0,28.0,12,34,28
Actinomadura adrarensis,"Lahoum-2016-Actinomadura adrarensis sp nov., a",25-37°C | 30°C,,25.0,37.0,30.0,25,37,30
Actinomadura alba,"Wang-2007-Actinomadura alba sp nov., isolated","28 °C (optimal), range 4-45 °C | 28 °C (optimal)",,4.0,45.0,28.0,4,45,28
Actinomadura bangladeshensis,Ara-2008-Actinomadura bangladeshensis sp nov a,30 | 20-45 °C,,20.0,45.0,30.0,20,45,30
Actinomadura barringtoniae,Rachniyom-2018-Actinomadura barringtoniae sp n,28°C,,,,28.0,,,28
Actinomadura barringtoniae sp. nov.,Rachniyom-2018-Actinomadura barringtoniae sp n,14-38°C (optimal 24-32°C),,14.0,38.0,,14,38,
Actinomadura catellatispora,Lu-2003-Actinomadura catellatispora sp nov and,28 | 18-35 °C,,18.0,35.0,28.0,18,35,28
Actinomadura chokoriensis,Ara-2008-Actinomadura bangladeshensis sp nov a,30 | 20-45 °C,,20.0,45.0,30.0,20,45,30
Actinomadura darangshiensis,Lee-2015-Actinomadura darangshiensis sp nov,20-35°C with optimum at 30°C,,20.0,35.0,30.0,20,35,30
Actinomadura darangshiensis sp. nov.,Lee-2015-Actinomadura darangshiensis sp nov,20-35°C,,20.0,35.0,,20,35,
Actinomadura flavalba,"Qin-2009-Actinomadura flavalba sp nov., an end",28 °C (optimal) | 15-37°C (optimal 28°C),,15.0,37.0,28.0,15,37,28
Actinomadura geliboluensis,Sazak-2012-Actinomadura geliboluensis sp nov,28 | 20-45 °C (optimal 30 °C),,20.0,45.0,30.0,20,45,30
Actinomadura glauciflava,Lu-2003-Actinomadura catellatispora sp nov and,28 | 18-35 °C,,18.0,35.0,28.0,18,35,28
Actinomadura hallensis,"Lee-2006-Actinomadura hallhensis sp nov., a no",28°C | 20-45°C,,20.0,45.0,28.0,20,45,28
Actinomadura keratinilytica,Puhl-2009-Actinomadura keratinilytica sp nov,30-55°C (optimal at 45°C) | Optimal growth at 45°C,,30.0,55.0,45.0,30,55,45
Actinomadura kijaniata,Horan-1982-A Novel Antibiotic-Producing Actino,30 | 28-45°C,,28.0,45.0,30.0,28,45,30
Actinomadura macra,"Huang-1980-Actinomadura-Macra Sp-Nov, the Prod",21-37°C,,21.0,37.0,,21,37,
Actinomadura macrotermitis,Benndorf-2020-Actinomadura rubteroloni sp. nov,15–37 °C,,15.0,37.0,,15,37,
Actinomadura macrotermitis sp. nov.,Benndorf-2020-Actinomadura rubteroloni sp. nov,30,,,,30.0,,,30
Actinomadura meridiana,"Lee-2012-Actinomadura meridiana sp nov., isola",4-45°C (optimal 30°C),,4.0,45.0,30.0,4,45,30
Actinomadura meridiana sp. nov.,"Lee-2012-Actinomadura meridiana sp nov., isola",20-30 °C,,20.0,30.0,,20,30,
Actinomadura miaoliensis,"Tseng-2009-Actinomadura miaoliensis sp nov., a",22-55°C,,22.0,55.0,,22,55,
Actinomadura montaniterrae,Songsumanus-2016-Actinomadura montaniterrae sp,20-45°C,,20.0,45.0,,20,45,
Actinomadura namibiensis,Wink-2003-Actinomadura namibiensis sp nov,28,,,,28.0,,,28
Actinomadura napierensis,"Cook-2005-Actinomadura napierensis sp nov., is",28,,,,28.0,,,28
Actinomadura nitritigenes,Lipski-1995-Actinomadura Nitritigenes Sp-Nov,30 | 30°C | 45°C,,30.0,45.0,30.0,30,45,30
Actinomadura rayongensis,Phongsopitanun-2015-Actinomadura rayongensis s,15-45°C (optimal 25-37°C) | 25-37 °C,,15.0,45.0,,15,45,
Actinomadura rubteroloni,Benndorf-2020-Actinomadura rubteroloni sp. nov,20-37°C,,20.0,37.0,,20,37,
Actinomadura rubteroloni sp. nov.,Benndorf-2020-Actinomadura rubteroloni sp. nov,30,,,,30.0,,,30
Actinomadura rudentiformis,le Roes-2007-Actinomadura rudentiformis sp nov,"30°C | 30, 37 and 45 °C",,,,30.0,,,30
Actinomadura rupiterrae,"Lee-2012-Actinomadura rupiterrae sp nov., isol","4-42°C (optimal 30°C) | 20–42 °C (optimum, 37–42 °C)",,"4.0, 20.0",42.0,"30.0, 37.0",4,42,33.5
Actinomadura scrupuli,"Lee-2010-Actinomadura scrupuli sp. nov., isola",20-30,,20.0,30.0,,20,30,
Actinomadura scrupuli sp. nov.,"Lee-2010-Actinomadura scrupuli sp. nov., isola",30°C,,,,30.0,,,30
Actinomadura sediminis,"He-2012-Actinomadura sediminis sp nov., a mari",28 | 28-45 °C,,28.0,45.0,,28,45,
Actinomadura sputi,"Yassin-2010-Actinomadura sputi sp nov., isolat",27-37 °C | 27-37°C,,27.0,37.0,,27,37,
Actinomadura syzygii,"Rachniyom-2015-Actinomadura syzygii sp nov., a","28°C | 20-34 °C (optimal), 14-40 °C (range)",,14.0,40.0,28.0,14,40,28
Actinomadura xylanilytica,Zucchi-2013-Actinomadura xylanilytica sp nov,28 | 10-37 °C,,10.0,37.0,28.0,10,37,28
Actinomadura yumaensis,Labeda-1985-Actinomadura-Yumaensis Sp-Nov,28,,,,28.0,,,28
Actinomyces bernardiae,Funke-1995-Description of Human-Derived Center,37,,,,37.0,,,37
Actinomyces canis,"Hoyles-2000-Actinomyces canis sp nov., isolate",37,,,,37.0,,,37
Actinomyces catuli,"Hoyles-2001-Actinomyces catuli sp nov., from d",37,,,,37.0,,,37
Actinomyces coleocanis,"Hoyles-2002-Actinomyces coleocanis sp nov., fr",37,,,,37.0,,,37
Actinomyces dentalis,"Hall-2005-Actinomyces dentalis sp nov., from a",37,,,,37.0,,,37
Actinomyces europaeus,"Funke-1997-Actinomyces europaeus sp. nov, isol",37 | 37°C,,,,37.0,,,37
Actinomyces funkei,"Lawson-2001-Actinomyces funkei sp, nov., isola",37,,,,37.0,,,37
Actinomyces georgiae,"Johnson-1990-Actinomyces-Georgiae Sp-Nov, Acti",37,,,,37.0,,,37
Actinomyces haliotis,"Hyun-2014-Actinomyces haliotis sp nov., a bact",20-37 °C (optimum 30 °C),,20.0,37.0,30.0,20,37,30
Actinomyces hominis,"Funke-2010-Actinomyces hominis sp nov., isolat",35°C,,,,35.0,,,35
Actinomyces hordeovulneris,Buchanan-1984-Actinomyces-Hordeovulneris Sp-No,37,,,,37.0,,,37
Actinomyces howellii,"Dent-1984-Actinomyces-Howellii, a New Species",37,,,,37.0,,,37
Actinomyces hyovaginalis,Collins-1993-Molecular Taxonomic Studies of Ac,37,,,,37.0,,,37
Actinomyces marimammalium,Hoyles-2001-Actinomyces marimammalium sp nov,37,,,,37.0,,,37
Actinomyces massiliensis,Renvoise-2009-Actinomyces massiliensis sp nov,"37 °C (optimal), 30-37 °C range",,30.0,37.0,37.0,30,37,37
Actinomyces meyeri,"Cato-1984-Actinomyces-Meyeri Sp-Nov, Specific",25-37°C (no growth at 45°C),,25.0,37.0,,25,37,
Actinomyces neuii subsp. anitratus,Funke-1994-Assignment of Human-Derived Cdc Gro,37,,,,37.0,,,37
Actinomyces neuii subsp. neuii,Funke-1994-Assignment of Human-Derived Cdc Gro,37,,,,37.0,,,37
Actinomyces oricola,"Hall-2003-Actinomyces oricola sp nov., from a",37,,,,37.0,,,37
Actinomyces pyogenes,Reddy-1982-Transfer of Corynebacterium-Pyogene,"37 | 37°C (optimum), 20 to 40°C (range)",,20.0,40.0,37.0,20,40,37
Actinomyces radingae,Vandamme-1998-Characterization of Actinomyces,"37 | 37 °C | 37°C (optimal), variable at 43°C, slow at 30°C, absent at 25°C",,25.0,43.0,37.0,25,43,37
Actinomyces ruminicola,"An-2006-Actinomyces ruminicola sp nov., isolat",20-55°C (optimum 46°C),,20.0,55.0,46.0,20,55,46
Actinomyces ruminicola sp. nov.,"An-2006-Actinomyces ruminicola sp nov., isolat",46,,,,46.0,,,46
Actinomyces slackii,Dent-1986-Actinomyces-Slackii Sp-Nov from Dent,37,,,,37.0,,,37
Actinomyces suimastitidis,Hoyles-2001-Actinomyces suimastitidis sp nov,37,,,,37.0,,,37
Actinomyces suis comb. nov.,Ludwig-1992-Phylogenetic Evidence for the Tran,37,,,,37.0,,,37
Actinomyces turicensis,Vandamme-1998-Characterization of Actinomyces,"37 | 37 °C | 37°C (optimal), variable at 43°C, slow at 30°C, absent at 25°C",,25.0,43.0,37.0,25,43,37
Actinomyces weissii,"Hijazin-2012-Actinomyces weissii sp nov., isol",37 | 35,,35.0,37.0,,35,37,
Actinomycetospora chiangmaiensis,Jiang-2008-Actinomycetospora chiangmaiensis ge,28,,,,28.0,,,28
Actinomycetospora chibensis,Tamura-2011-Description of Actinomycetospora c,15-28,,15.0,28.0,,15,28,
Actinomycetospora chlora,Tamura-2011-Description of Actinomycetospora c,15-28,,15.0,28.0,,15,28,
Actinomycetospora cinnamomea,Tamura-2011-Description of Actinomycetospora c,15-37,,15.0,37.0,,15,37,
Actinomycetospora corticicola,Tamura-2011-Description of Actinomycetospora c,10-37,,10.0,37.0,,10,37,
Actinomycetospora lutea,Tamura-2011-Description of Actinomycetospora c,20-37,,20.0,37.0,,20,37,
Actinomycetospora rhizophila,He-2015-Actinomycetospora rhizophila sp nova,20-28 °C (optimum 28 °C) | 20-28 °C,,20.0,28.0,28.0,20,28,28
Actinomycetospora rishiriensis,Yamamura-2011-Actinomycetospora rishiriensis s,10-30°C (optimum 30°C) | 45960,,10.0,30.0,30.0,10,30,30
Actinomycetospora straminea,Tamura-2011-Description of Actinomycetospora c,45958,,,,45958.0,,,45958
Actinomycetospora succinea,Tamura-2011-Description of Actinomycetospora c,15-37,,15.0,37.0,,15,37,
Actinophytocola algeriensis,Bouznada-2016-Actinophytocola algeriensis sp n,15-45°C | 20-40°C,,15.0,45.0,,15,45,
Actinophytocola burenkhanensis,Ara-2011-Actinophytocola burenkhanensis sp nov,28 °C | 15-30 (25-30),,15.0,30.0,28.0,15,30,28
Actinophytocola gilvus,"Sun-2014-Actinophytocola gilvus sp nov., isola",10-37 °C (optimum 28 °C),,10.0,37.0,28.0,10,37,28
Actinophytocola oryzae,Indananda-2010-Actinophytocola oryzae gen. nov,30°C | 12-30°C (optimal 18-28°C),,12.0,30.0,,12,30,
Actinophytocola sediminis,Zhang-2014-Actinophytocola sediminis sp nov,28 | 10-30°C (optimum 25°C),,10.0,30.0,25.0,10,30,25
Actinophytocola xanthii,"Wang-2017-Actinophytocola xanthii sp nov., an",15-37°C,,15.0,37.0,,15,37,
Actinophytocola xinjiangensis,Guo-2011-Actinophytocola xinjiangensis sp nov,10-30 °C | 10-30 °C (optimum 25-30 °C),,10.0,30.0,,10,30,
Actinoplanes abujensis,"Sazak-2012-Actinoplanes abujensis sp nov., iso",28 | 20-37 °C (optimal 25-30 °C),,20.0,37.0,28.0,20,37,28
Actinoplanes atraurantiacus,Zhang-2012-Actinoplanes atraurantiacus sp nov,25-30 °C,,25.0,30.0,,25,30,
Actinoplanes caeruleus,"Horan-1986-Actinoplanes-Caeruleus Sp-Nov, a Bl","30 | 28-35°C (fair at 40°C, no growth at 45°C)",,28.0,35.0,30.0,28,35,30
Actinoplanes couchii,Kampfer-2007-Actinoplanes couchii sp nov,25-30 °C,,25.0,30.0,,25,30,
Actinoplanes ianthinogenes,Tamura-2011-Descriptions of Actinoplanes ianth,28 | 15-37 °C,,15.0,37.0,28.0,15,37,28
Actinoplanes italicus,"Beretta-1973-Actinoplanes-Italicus, a New Red-","28 to 37 C (optimum), no growth at 50 C, moderate growth at 20 C, little growth at 15 C",,15.0,37.0,28.0,15,37,28
Actinoplanes lichenis,Phongsopitanun-2016-Actinoplanes lichenis sp n,28°C | 16.5-38.0 °C (optimum 20-34 °C),,16.5,38.0,,16.5,38,
Actinoplanes liguriensis,Wink-2006-Actinoplanes liguriensis sp nov and,28,,,,28.0,,,28
Actinoplanes luteus,Suriyachadkun-2015-Actinoplanes luteus sp nov,20-37°C (optimal 28-30°C) | 20-37°C (optimal 25-30°C),,20.0,37.0,28.0,20,37,28
Actinoplanes lutulentus,"Gao-2014-Actinoplanes lutulentus sp nov., isol",15-32°C (optimum 28°C) | 15-32 °C (optimum 28 °C),,15.0,32.0,28.0,15,32,28
Actinoplanes nipponensis,Wink-2014-Emended description of Actinoplanes,28 | 28°C,,,,28.0,,,28
Actinoplanes octamycinicus,Tamura-2011-Descriptions of Actinoplanes ianth,28 | 15-37 °C,,15.0,37.0,28.0,15,37,28
Actinoplanes ramoplaninifer,Marcone-2017-Classification of Actinoplanes sp,"28°C | 22-42°C, optimal 28-37°C",,22.0,42.0,32.5,22,42,32.5
Actinoplanes ramoplaninifer ATCC 33076T,Marcone-2017-Classification of Actinoplanes sp,22-42°C with optimum between 28-37°C,,22.0,42.0,32.5,22,42,32.5
Actinoplanes rectilineatus,Lechevalier-1975-Actinoplanete with Cylindrica,"23-28°C (optimal), poor at 10 and 37°C, absent at 42°C",,23.0,28.0,,23,28,
Actinoplanes rhizophilus,"He-2015-Actinoplanes rhizophilus sp nov., an a",15-35 °C (optimum 28 °C),,15.0,35.0,28.0,15,35,28
Actinoplanes rhizophilus sp. nov.,"He-2015-Actinoplanes rhizophilus sp nov., an a",15-35 °C (optimum 28 °C),,15.0,35.0,28.0,15,35,28
Actinoplanes sediminis,"Qu-2018-Actinoplanes sediminis sp nov., isolat",28°C | 16-37°C (optimum 28°C),,16.0,37.0,28.0,16,37,28
Actinoplanes siamensis,Suriyachadkun-2013-Actinoplanes siamensis sp n,25-40 °C | 25-40 °C (optimal 25-30 °C),,25.0,40.0,27.5,25,40,27.5
Actinoplanes sichuanensis,Sun-2009-Actinoplanes sichuanensis sp nov and,10-37°C,,10.0,37.0,,10,37,
Actinoplanes sichuanensis sp. nov.,Sun-2009-Actinoplanes sichuanensis sp nov and,28°C,,,,28.0,,,28
Actinoplanes teichomyceticus,Wink-2006-Actinoplanes liguriensis sp nov and,28,,,,28.0,,,28
Actinoplanes tereljensis,Ara-2010-Actinoplanes toevensis sp nov and Act,"room temperature (about 2-3 weeks), 28°C for characterization | 20-28 °C (optimal), does not grow at 37 °C",,20.0,28.0,,20,28,
Actinoplanes toevensis,Ara-2010-Actinoplanes toevensis sp nov and Act,"room temperature (about 2-3 weeks), 28°C for characterization | 25-30 °C (optimal), does not grow at 40 °C",,25.0,30.0,,25,30,
Actinoplanes xinjiangensis,Sun-2009-Actinoplanes sichuanensis sp nov and,10-37°C,,10.0,37.0,,10,37,
Actinoplanes xinjiangensis sp. nov.,Sun-2009-Actinoplanes sichuanensis sp nov and,28°C,,,,28.0,,,28
Actinopolymorpha alba,"Cao-2009-Actinopolymorpha alba sp nov., isolat",10-45 °C,,10.0,45.0,,10,45,
Actinopolymorpha cephalotaxi,Yuan-2010-Actinopolymorpha cephalotaxi sp nov,20-28 °C,,20.0,28.0,,20,28,
Actinopolymorpha pittospori,Kaewkla-2011-Actinopolymorpha pittospori sp no,15-27 °C | 27°C,,15.0,27.0,27.0,15,27,27
Actinopolymorpha rutila,"Wang-2008-Actinopolymorpha rutila sp nov., iso",15-37°C (optimum 28°C) | 15-37,,15.0,37.0,28.0,15,37,28
Actinopolyspora alba,Tang-2011-Actinopolyspora alba sp nov and Acti,"37 | 25-45 °C, good growth at 37 °C",,25.0,45.0,37.0,25,45,37
Actinopolyspora erythraea,Tang-2011-Actinopolyspora alba sp nov and Acti,"37 | 25-45 °C, good growth at 37 °C",,25.0,45.0,37.0,25,45,37
Actinopolyspora iraqiensis,"Ruan-1994-Actinopolyspora Iraqiensis Sp-Nov, a","30-35°C | 30-42°C (optimal), maximum 50°C",,30.0,50.0,35.0,30,50,35
Actinopolyspora lacussalsi,Guan-2013-Actinopolyspora lacussalsi sp nov,35 | 25-40 °C,,25.0,40.0,35.0,25,40,35
Actinopolyspora mortivallis,Yoshida-1991-Actinopolyspora-Mortivallis Sp-No,45 | 10 to 50°C with optimum at 45°C,,10.0,50.0,45.0,10,50,45
Actinopolyspora salinaria,Duangmal-2016-Actinopolyspora salinaria sp nov,22-41°C (optimum 37°C) | 22-41 °C (optimum 37 °C),,22.0,41.0,37.0,22,41,37
Actinorectispora indica,Quadri-2016-Actinorectispora indica gen. nov,15-28°C (optimum 28°C),,15.0,28.0,28.0,15,28,28
Actinorectispora metalli,"Cao-2018-Actinorectispora metalli sp nov., a n",10-45°C (optimum 28°C),,10.0,45.0,28.0,10,45,28
Actinorugispora endophytica,Liu-2015-Actinorugispora endophytica gen. nov,10-40 °C,,10.0,40.0,,10,40,
Actinospica acidiphila,Cavaletti-2006-Actinospica robiniae gen. nov,17-33 °C,,17.0,33.0,,17,33,
Actinospica robiniae,Cavaletti-2006-Actinospica robiniae gen. nov,"17-33 °C | 17-33°C, optimal 22-28°C",,17.0,33.0,25.0,17,33,25
Actinosporangium vitaminophilum,Shomura-1983-Actinosporangium-Vitaminophilum S,"28°C | 15-45°C, optimum 25-34°C",,15.0,45.0,,15,45,
Actinosynnema mirum,Hasegawa-1978-New Genus of Actinomycetales - A,28 | 10 to 35°C,,10.0,35.0,28.0,10,35,28
Actinosynnema pretiosum subsp. auranticum,Hasegawa-1983-Motile Actinomycetes - Actinosyn,12-38°C,,12.0,38.0,,12,38,
Actinosynnema pretiosum subsp. pretiosum,Hasegawa-1983-Motile Actinomycetes - Actinosyn,12-38°C,,12.0,38.0,,12,38,
Actinotalea caeni,"Jin-2017-Actinotalea caeni sp nov., isolated f",10-55°C | 10-55°C (optimum 30°C),,10.0,55.0,30.0,10,55,30
Actinotalea ferrariae,"Li-2013-Actinotalea ferrariae sp nov., isolate",28 | 4-40 °C (optimum 28 °C),,4.0,40.0,28.0,4,40,28
Actinotalea solisilvae,"Yan-2018-Actinotalea solisilvae sp nov., isola",10-40°C (optimum 28-30°C),,10.0,40.0,29.0,10,40,29
Actinotignum sanguinis,Yassin-2015-Dissection of the genus Actinobacu,35,,,,35.0,,,35
Actuariola framvarensis,Stoeck-2005-Cellular identity of an 18S rRNA g,12-22°C | 6-30.5 °C,,6.0,30.0,,6,30,
Adhaeribacter aerolatus,"Weon-2010-Adhaeribacter aerophilus sp. nov., A",28°C | 10-35,,10.0,35.0,28.0,10,35,28
Adhaeribacter aerophilus,"Weon-2010-Adhaeribacter aerophilus sp. nov., A",28°C | 10-37,,10.0,37.0,28.0,10,37,28
Adhaeribacter aquaticus,Rickard-2005-Adhaeribacter aquaticus gen. nov,4-37°C (optimal at 30°C) | 4-37°C | 4-37°C (optimal 30°C),,4.0,37.0,30.0,4,37,30
Adhaeribacter swui,"Kim-2018-Adhaeribacter swui sp nov., isolated",18-37°C (optimum 28°C),,18.0,37.0,28.0,18,37,28
Adhaeribacter terrae,"Elderiny-2017-Adhaeribacter terrae sp nov., a",15-30°C,,15.0,30.0,,15,30,
Adhaeribacter terrae sp. nov.,"Elderiny-2017-Adhaeribacter terrae sp nov., a",15-30°C (optimum 25°C),,15.0,30.0,25.0,15,30,25
Adhaeribacter terreus,"Zhang-2009-Adhaeribacter terreus sp nov., isol",16-33 °C (optimum 28 °C) | 30,,16.0,33.0,28.0,16,33,28
Advenella alkanexedens,"Wang-2016-Advenella alkanexedens sp nov., an a",4-52 °C (optimum 30-35 °C) | 4-52°C with optimum at 30-35°C,,4.0,52.0,,4,52,
Advenella incenata,"Coenye-2005-Advenella incenata gen. nov., sp n",30-37°C (some strains grew at 42°C),,30.0,37.0,,30,37,
Advenella kashmirensis comb. nov.,Gibello-2009-Reclassification of the members o,30,,,,30.0,,,30
Advenella mimigardefordensis comb. nov.,Gibello-2009-Reclassification of the members o,30,,,,30.0,,,30
Aequorivita antarctica,"Bowman-2002-Aequorivita gen. nov., a member of","2-10°C | 2-25 °C, optimal 20 °C | -2 to 25 °C, optimal at 20 °C",,"-2.0, 2.0","10.0, 25.0",20.0,-2,25,20
Aequorivita crocea,"Bowman-2002-Aequorivita gen. nov., a member of","2-10°C | 2-25 °C, optimal 20 °C | -2 to 25 °C, optimal at 20 °C",,"-2.0, 2.0","10.0, 25.0",20.0,-2,25,20
Aequorivita lipolytica,"Bowman-2002-Aequorivita gen. nov., a member of","2-10°C | 2-25 °C, optimal 20 °C | -2 to 25 °C, optimal at 20 °C",,2.0,25.0,20.0,2,25,20
Aequorivita sublithincola,"Bowman-2002-Aequorivita gen. nov., a member of","2-10°C | 2-25 °C, optimal 20 °C | -2 to 25 °C, optimal at 20 °C",,-2.0,25.0,20.0,-2,25,20
Aequorivita viscosa,"Liu-2013-Aequorivita viscosa sp nov., isolated",4-39°C (optimum 28-32°C) | 4-39 °C (optimum 28-32 °C),,4.0,39.0,30.0,4,39,30
Aeribacillus composti,"Finore-2017-Aeribacillus composti sp nov., a t","60°C (optimal), range 50-65°C | 50-65°C (optimum 60°C)",,50.0,65.0,60.0,50,65,60
Aerococcus christensenii,Collins-1999-Aerococcus christensenii sp nov,37,,,,37.0,,,37
Aerococcus suis,"Vela-2007-Aerococcus suis sp nov., isolated fr",37,,,,37.0,,,37
Aerococcus urinae,Christensen-1997-Aerococcus urinae_ Intraspeci,"37°C, 45°C",,,,"37.0, 45.0",,,41
Aerococcus urinaeequi,Felis-2005-Reclassification of Pediococcus uri,25-30 °C,,25.0,30.0,,25,30,
Aerococcus urinaehominis,Lawson-2001-Aerococcus urinaehominis sp nov,37,,,,37.0,,,37
Aeromicrobium alkaliterrae,Yoon-2005-Aeromicrobium alkaliterrae sp nov,"25 °C | 4-36°C, optimal 25°C",,4.0,36.0,25.0,4,36,25
Aeromicrobium choanae,"Ber-2017-Aeromicrobium choanae sp nov., an act","30°C (optimal), range not specified | 8-39°C (optimal 29-31°C)",,8.0,39.0,30.0,8,39,30
Aeromicrobium fastidiosum,Tamura-1994-Transfer of Nocardioides-Fastidios,"28°C | 5-30°C, optimum 25°C",,5.0,30.0,25.0,5,30,25
Aeromicrobium flavum sp. nov.,"Tang-2008-Aeromicrobium flavum sp nov., isolat",25-37°C (optimal at 30°C),,25.0,37.0,30.0,25,37,30
